,Date,Pitcher,IP,Hits,ER,Walks,Strike Outs,W,L,Saves,Holds,Points
1042,AUGUST 25,Cristopher Sanchez,6.0,5,2,0,6,1,0,0,0,17.0
1045,AUGUST 26,Jhoan Duran,1.0,1,0,0,2,0,0,0,0,4.0
1051,AUGUST 27,Emmanuel Clase,1.2,1,0,1,2,1,0,0,0,7.0
1052,AUGUST 27,Jhoan Duran,1.0,0,0,0,0,0,0,0,0,3.0
1055,AUGUST 27,Graham Ashcraft,6.2,7,2,1,5,0,0,0,0,13.0
1056,AUGUST 27,Yusei Kikuchi,6.0,6,4,2,8,0,0,0,0,10.0
1063,AUGUST 28,Bryan Woo,6.0,3,0,1,5,1,0,0,0,21.0
1065,AUGUST 29,Emmanuel Clase,1.0,1,1,0,0,0,0,1,0,5.0
1071,AUGUST 30,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
1072,AUGUST 30,Jhoan Duran,1.0,1,1,1,1,0,0,0,0,0.0
1073,AUGUST 30,Zach Eflin,6.1,4,0,0,4,0,0,0,0,19.0
1075,AUGUST 30,Kyle Gibson,4.1,9,7,0,2,0,1,0,0,-10.0
1077,AUGUST 30,Kenley Jansen,1.0,0,0,0,1,0,0,0,0,4.0
1078,AUGUST 31,Spencer Strider,6.0,4,4,2,9,1,0,0,0,15.0
1086,SEPTEMBER 1,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8.0
1087,SEPTEMBER 1,Jhoan Duran,1.0,0,0,0,1,0,0,0,0,4.0
1089,SEPTEMBER 1,Graham Ashcraft,5.0,6,3,1,6,0,1,0,0,6.0
1093,SEPTEMBER 2,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3.0
1094,SEPTEMBER 2,Jhoan Duran,1.0,2,0,0,2,0,0,1,0,8.0
1097,SEPTEMBER 2,Yusei Kikuchi,4.2,6,2,4,6,0,1,0,0,4.0
1104,SEPTEMBER 3,Kenley Jansen,1.0,3,2,0,1,0,0,0,0,-3.0
1105,SEPTEMBER 3,Yennier Cano,1.0,1,1,0,0,0,0,0,0,0.0
1109,SEPTEMBER 4,Kenley Jansen,1.0,0,0,0,0,0,0,0,0,3.0
1110,SEPTEMBER 4,Bryan Woo,5.0,4,5,3,0,0,1,0,0,-4.0
1111,SEPTEMBER 4,Yennier Cano,1.0,0,0,0,0,0,0,1,0,8.0
1115,SEPTEMBER 5,Zach Eflin,5.0,5,3,1,7,0,0,0,0,10.0
1116,SEPTEMBER 5,Kenley Jansen,0.0,1,2,1,0,0,1,0,0,-8.0
1118,SEPTEMBER 5,Shawn Armstrong,1.0,3,0,0,1,0,0,0,0,1.0
1119,SEPTEMBER 5,Jesus Luzardo,6.0,4,2,1,6,0,0,0,0,15.0
1120,SEPTEMBER 6,Spencer Strider,2.2,6,6,3,5,0,1,0,0,-10.0
1121,SEPTEMBER 6,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
1126,SEPTEMBER 6,Jordan Wicks,6.2,9,2,0,1,1,0,0,0,10.0
1128,SEPTEMBER 7,Emmanuel Clase,0.2,4,2,1,0,0,1,0,0,-9.0
1133,SEPTEMBER 7,Ryan Pepiot,7.0,1,0,0,3,1,0,0,0,25.0
1134,SEPTEMBER 8,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8.0
1135,SEPTEMBER 8,Jhoan Duran,1.0,0,0,1,2,0,0,1,0,9.0
1136,SEPTEMBER 8,Yusei Kikuchi,5.0,3,1,1,8,0,0,0,0,17.0
1139,SEPTEMBER 8,Eury Perez,5.0,4,2,3,4,0,0,0,0,8.0
1140,SEPTEMBER 8,Evan Phillips,1.0,0,0,0,2,0,0,1,0,10.0
1145,SEPTEMBER 9,Yennier Cano,1.0,4,3,1,0,0,0,0,0,-8.0
1150,SEPTEMBER 10,Zach Eflin,5.0,7,3,2,6,1,0,0,0,8.0
1154,SEPTEMBER 10,J.P. France,6.0,4,1,5,5,1,0,0,0,14.0
1156,SEPTEMBER 11,Emmanuel Clase,0.0,2,1,0,0,0,1,0,0,-6.0
1159,SEPTEMBER 11,Jesus Luzardo,5.0,10,6,4,5,0,1,0,0,-8.0
1160,SEPTEMBER 11,Evan Phillips,1.0,3,2,0,1,0,1,0,0,-5.0
1161,SEPTEMBER 11,Gavin Williams,6.0,5,3,4,2,0,0,0,0,5.0
1163,SEPTEMBER 12,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8.0
1164,SEPTEMBER 12,Jhoan Duran,1.0,0,0,0,0,0,0,1,0,8.0
1165,SEPTEMBER 12,Kenley Jansen,0.0,1,1,1,0,0,0,0,0,-4.0
1167,SEPTEMBER 12,Michael Wacha,4.0,7,7,3,3,0,1,0,0,-11.0
1168,SEPTEMBER 12,Bryan Woo,5.2,4,0,0,8,1,0,0,0,23.0
1169,SEPTEMBER 13,Spencer Strider,7.0,4,1,2,9,1,0,0,0,24.0
1170,SEPTEMBER 13,Emmanuel Clase,1.0,1,0,0,2,0,0,0,0,4.0
1172,SEPTEMBER 13,Yusei Kikuchi,5.0,5,6,2,3,0,1,0,0,-3.0
1175,SEPTEMBER 13,Ryan Pepiot,6.0,6,4,0,5,0,1,0,0,7.0
1181,SEPTEMBER 14,Nathan Eovaldi,3.1,3,2,3,3,0,0,0,0,3.0
1186,SEPTEMBER 15,Zach Eflin,7.0,1,1,0,8,1,0,0,0,28.0
1188,SEPTEMBER 15,Griffin Canning,6.0,8,4,1,7,0,1,0,0,6.0
1189,SEPTEMBER 15,Wade Miley,5.2,5,3,2,3,1,0,0,0,9.0
1191,SEPTEMBER 16,Emmanuel Clase,1.0,1,0,0,1,0,0,1,0,8.0
1192,SEPTEMBER 16,Jhoan Duran,1.0,0,0,0,1,0,0,0,0,4.0
1194,SEPTEMBER 16,J.P. France,4.1,5,5,4,0,0,0,0,0,-6.0
1195,SEPTEMBER 16,Sawyer Gipson-Long,5.0,2,1,3,11,0,0,0,0,19.0
1196,SEPTEMBER 16,Tanner Bibee,5.1,5,1,0,4,0,0,0,0,13.0
1203,SEPTEMBER 17,Ryan Yarbrough,4.2,5,1,2,7,1,0,0,0,14.0
1209,SEPTEMBER 18,Bryan Woo,5.0,3,0,4,6,1,0,0,0,16.0
1210,SEPTEMBER 18,Michael Wacha,5.0,5,2,0,6,1,0,0,0,14.0
1211,SEPTEMBER 19,Spencer Strider,7.0,4,3,0,11,1,0,0,0,24.0
1215,SEPTEMBER 19,Yusei Kikuchi,5.0,4,1,1,7,1,0,0,0,17.0
1220,SEPTEMBER 20,Jhoan Duran,1.0,0,0,1,2,1,0,0,0,6.0
1224,SEPTEMBER 20,Carlos Estevez,1.0,1,0,0,1,0,0,0,0,3.0
1226,SEPTEMBER 21,Emmanuel Clase,1.0,1,0,1,2,0,0,1,0,8.0
1228,SEPTEMBER 21,Zach Eflin,5.0,6,2,1,10,0,0,0,0,14.0
1231,SEPTEMBER 21,Carlos Estevez,0.2,4,2,1,1,0,1,0,0,-8.0
1233,SEPTEMBER 22,Emmanuel Clase,1.0,2,2,0,1,1,0,0,0,0.0
1234,SEPTEMBER 22,Jhoan Duran,1.0,2,1,2,1,0,0,1,0,3.0
1237,SEPTEMBER 22,Sawyer Gipson-Long,5.0,4,1,3,4,0,0,0,0,10.0
1238,SEPTEMBER 22,Dean Kremer,3.1,7,3,2,3,0,0,0,0,-2.0
1244,SEPTEMBER 23,Jesus Luzardo,5.0,3,3,3,4,0,0,0,0,7.0
1246,SEPTEMBER 24,Spencer Strider,5.2,7,4,1,4,1,0,0,0,7.0
1250,SEPTEMBER 24,Yusei Kikuchi,4.0,9,3,0,7,0,0,0,0,4.0
1251,SEPTEMBER 24,Bryan Woo,3.1,5,6,2,6,0,1,0,0,-5.0
1263,SEPTEMBER 26,Zach Eflin,5.0,5,3,0,4,1,0,0,0,10.0
1266,SEPTEMBER 26,Bryce Jarvis,0.1,0,0,0,0,0,0,0,0,1.0
1268,SEPTEMBER 27,Emmanuel Clase,1.0,1,0,0,0,0,0,1,0,7.0
1269,SEPTEMBER 27,Jhoan Duran,1.0,0,0,0,3,0,0,0,0,6.0
1272,SEPTEMBER 27,Andrew Abbott,2.1,8,3,0,1,0,1,0,0,-8.0
1273,SEPTEMBER 27,Dane Dunning,7.0,3,0,1,7,1,0,0,0,26.0
1277,SEPTEMBER 28,Jesus Luzardo,7.1,4,1,1,10,0,1,0,0,23.0
1278,SEPTEMBER 28,Sawyer Gipson-Long,5.0,4,2,2,6,0,0,0,0,11.0
1279,SEPTEMBER 28,Dean Kremer,5.1,2,0,1,8,1,0,0,0,23.0
1282,SEPTEMBER 29,Emmanuel Clase,1.0,1,1,0,0,0,0,1,0,5.0
1284,SEPTEMBER 29,Yusei Kikuchi,5.0,5,3,2,4,1,0,0,0,8.0
1287,SEPTEMBER 29,Bryan Woo,3.2,2,0,3,5,0,0,0,0,11.0
1288,SEPTEMBER 30,Spencer Strider,5.0,6,3,3,7,1,0,0,0,9.0
1290,SEPTEMBER 30,Jhoan Duran,1.0,0,0,1,0,0,0,0,0,2.0
1293,SEPTEMBER 30,Kyle Gibson,5.0,7,0,1,4,0,0,0,0,11.0
1297,OCTOBER 1,Dane Dunning,3.1,4,1,1,4,0,1,0,0,5.0
1298,OCTOBER 1,Tanner Houck,6.0,1,0,3,6,1,0,0,0,22.0
1299,OCTOBER 1,Pedro Avila,5.0,3,0,0,7,0,0,0,0,19.0
