,Date,Pitcher,IP,Hits,ER,Walks,Strike Outs,W,L,Saves,Holds,Points
619,JUNE 16,Chris Sale,--,--,--,--,--,--,--,--,--,
620,JUNE 16,Raisel Iglesias,1.0,1,2,1,3,0,1,0,0,-2
621,JUNE 16,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
622,JUNE 16,Mason Miller,--,--,--,--,--,--,--,--,--,
623,JUNE 17,Corbin Burnes,--,--,--,--,--,--,--,--,--,
624,JUNE 17,Zach Eflin,--,--,--,--,--,--,--,--,--,
625,JUNE 17,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
626,JUNE 17,Chris Sale,--,--,--,--,--,--,--,--,--,
627,JUNE 17,Raisel Iglesias,--,--,--,--,--,--,--,--,--,
628,JUNE 17,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
629,JUNE 17,Mason Miller,--,--,--,--,--,--,--,--,--,
630,JUNE 18,Corbin Burnes,--,--,--,--,--,--,--,--,--,
631,JUNE 18,Zach Eflin,--,--,--,--,--,--,--,--,--,
632,JUNE 18,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
633,JUNE 18,Chris Sale,--,--,--,--,--,--,--,--,--,
634,JUNE 18,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
635,JUNE 18,Mason Miller,1.0,0,0,0,1,0,0,1,0,9
636,JUNE 18,Alec Marsh,3.0,7,7,2,4,0,1,0,0,-12
637,JUNE 19,Corbin Burnes,--,--,--,--,--,--,--,--,--,
638,JUNE 19,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3
639,JUNE 19,Cole Ragans,6.0,4,2,4,7,0,1,0,0,11
640,JUNE 19,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
641,JUNE 19,Mason Miller,1.0,0,0,1,2,0,0,0,0,4
642,JUNE 19,Bryan Woo,4.0,4,3,1,1,0,1,0,0,0
643,JUNE 19,Hunter Brown,6.0,7,1,0,6,1,0,0,0,17
644,JUNE 20,Corbin Burnes,--,--,--,--,--,--,--,--,--,
645,JUNE 20,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9
646,JUNE 20,Cole Ragans,--,--,--,--,--,--,--,--,--,
647,JUNE 20,MacKenzie Gore,5.0,10,4,2,7,0,1,0,0,0
648,JUNE 20,Mason Miller,--,--,--,--,--,--,--,--,--,
649,JUNE 20,Bryan Woo,--,--,--,--,--,--,--,--,--,
650,JUNE 20,Hunter Brown,--,--,--,--,--,--,--,--,--,
651,JUNE 21,Corbin Burnes,--,--,--,--,--,--,--,--,--,
652,JUNE 21,George Kirby,7.0,5,2,0,5,0,0,0,0,17
653,JUNE 21,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
654,JUNE 21,Chris Sale,5.0,1,1,3,8,1,0,0,0,19
655,JUNE 21,Mason Miller,1.0,0,0,0,1,0,0,1,0,9
656,JUNE 21,Bryan Woo,--,--,--,--,--,--,--,--,--,
657,JUNE 21,Hunter Brown,--,--,--,--,--,--,--,--,--,
658,JUNE 22,Corbin Burnes,7.0,5,4,0,5,0,1,0,0,
659,JUNE 22,Zach Eflin,7.0,5,4,1,6,0,1,0,0,11
660,JUNE 22,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9
661,JUNE 22,Chris Sale,--,--,--,--,--,--,--,--,--,
662,JUNE 22,Mason Miller,--,--,--,--,--,--,--,--,--,
663,JUNE 22,Bryan Woo,--,--,--,--,--,--,--,--,--,
664,JUNE 22,Hunter Brown,--,--,--,--,--,--,--,--,--,
665,JUNE 23,Corbin Burnes,--,--,--,--,--,--,--,--,--,
666,JUNE 23,Zach Eflin,--,--,--,--,--,--,--,--,--,
667,JUNE 23,Emmanuel Clase,1.0,1,0,1,1,0,0,1,0,7
668,JUNE 23,Chris Sale,--,--,--,--,--,--,--,--,--,
669,JUNE 23,Mason Miller,--,--,--,--,--,--,--,--,--,
670,JUNE 23,Bryan Woo,--,--,--,--,--,--,--,--,--,
671,JUNE 23,Jake Irvin,6.0,3,1,1,10,0,0,0,0,22
672,JUNE 24,Corbin Burnes,--,--,--,--,--,--,--,--,--,
673,JUNE 24,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
674,JUNE 24,Cole Ragans,6.0,4,1,3,11,1,0,0,0,22
675,JUNE 24,Chris Sale,--,--,--,--,--,--,--,--,--,
676,JUNE 24,Mason Miller,--,--,--,--,--,--,--,--,--,
677,JUNE 24,Bryan Woo,3.0,5,1,0,3,0,0,0,0,5
678,JUNE 24,Jake Irvin,--,--,--,--,--,--,--,--,--,
679,JUNE 25,Corbin Burnes,--,--,--,--,--,--,--,--,--,
680,JUNE 25,Emmanuel Clase,1.0,1,0,0,1,0,0,1,0,8
681,JUNE 25,Chris Sale,--,--,--,--,--,--,--,--,--,
682,JUNE 25,MacKenzie Gore,5.0,5,5,3,1,0,1,0,0,-4
683,JUNE 25,Mason Miller,--,--,--,--,--,--,--,--,--,
684,JUNE 25,Jake Irvin,--,--,--,--,--,--,--,--,--,
685,JUNE 25,Bobby Miller,2.0,4,3,3,1,0,0,0,0,-6
686,JUNE 26,Corbin Burnes,--,--,--,--,--,--,--,--,--,
687,JUNE 26,George Kirby,6.0,4,1,0,7,1,0,0,0,21
688,JUNE 26,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
689,JUNE 26,Chris Sale,--,--,--,--,--,--,--,--,--,
690,JUNE 26,Mason Miller,1.0,1,0,0,2,0,0,0,0,4
691,JUNE 26,Jake Irvin,--,--,--,--,--,--,--,--,--,
692,JUNE 26,Brady Singer,7.1,5,1,1,5,0,0,0,0,19
693,JUNE 27,Corbin Burnes,7.0,9,1,0,5,1,0,0,0,
694,JUNE 27,George Kirby,--,--,--,--,--,--,--,--,--,
695,JUNE 27,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
696,JUNE 27,Chris Sale,7.0,4,1,1,11,0,1,0,0,23
697,JUNE 27,Mason Miller,--,--,--,--,--,--,--,--,--,
698,JUNE 27,Jake Irvin,--,--,--,--,--,--,--,--,--,
699,JUNE 27,Brady Singer,--,--,--,--,--,--,--,--,--,
700,JUNE 28,Corbin Burnes,--,--,--,--,--,--,--,--,--,
701,JUNE 28,George Kirby,--,--,--,--,--,--,--,--,--,
702,JUNE 28,Zach Eflin,6.0,4,0,1,6,1,0,0,0,21
703,JUNE 28,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
704,JUNE 28,Mason Miller,1.0,0,0,0,2,0,0,0,0,5
705,JUNE 28,Jake Irvin,--,--,--,--,--,--,--,--,--,
706,JUNE 28,Brady Singer,--,--,--,--,--,--,--,--,--,
707,JUNE 29,George Kirby,--,--,--,--,--,--,--,--,--,
708,JUNE 29,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
709,JUNE 29,Cole Ragans,4.2,6,5,1,6,0,1,0,0,1
710,JUNE 29,Mason Miller,--,--,--,--,--,--,--,--,--,
711,JUNE 29,Jake Irvin,6.0,1,1,3,5,1,0,0,0,19
712,JUNE 29,Brady Singer,--,--,--,--,--,--,--,--,--,
713,JUNE 29,Raisel Iglesias,1.0,1,0,1,2,0,0,0,0,3
714,JUNE 30,George Kirby,--,--,--,--,--,--,--,--,--,
715,JUNE 30,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3
716,JUNE 30,Cole Ragans,--,--,--,--,--,--,--,--,--,
717,JUNE 30,Mason Miller,--,--,--,--,--,--,--,--,--,
718,JUNE 30,Jake Irvin,--,--,--,--,--,--,--,--,--,
719,JUNE 30,Taj Bradley,5.2,3,0,2,11,1,0,0,0,25
720,JUNE 30,Spencer Schwellenbach,5.0,5,4,2,7,0,1,0,0,5
721,JULY 1,George Kirby,--,--,--,--,--,--,--,--,--,
722,JULY 1,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
723,JULY 1,Cole Ragans,--,--,--,--,--,--,--,--,--,
724,JULY 1,MacKenzie Gore,5.2,5,1,1,8,0,0,0,0,17
725,JULY 1,Mason Miller,--,--,--,--,--,--,--,--,--,
726,JULY 1,Jake Irvin,--,--,--,--,--,--,--,--,--,
727,JULY 1,Taj Bradley,--,--,--,--,--,--,--,--,--,
728,JULY 2,George Kirby,6.1,7,2,1,5,0,1,0,0,10
729,JULY 2,Emmanuel Clase,1.0,0,0,0,0,1,0,0,0,5
730,JULY 2,Cole Ragans,--,--,--,--,--,--,--,--,--,
731,JULY 2,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
732,JULY 2,Mason Miller,1.0,2,2,1,2,0,0,0,0,-2
733,JULY 2,Jake Irvin,--,--,--,--,--,--,--,--,--,
734,JULY 2,Taj Bradley,--,--,--,--,--,--,--,--,--,
735,JULY 3,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
736,JULY 3,Cole Ragans,--,--,--,--,--,--,--,--,--,
737,JULY 3,Chris Sale,6.0,3,1,2,9,1,0,0,0,22
738,JULY 3,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
739,JULY 3,Mason Miller,--,--,--,--,--,--,--,--,--,
740,JULY 3,Jake Irvin,--,--,--,--,--,--,--,--,--,
741,JULY 3,Taj Bradley,--,--,--,--,--,--,--,--,--,
742,JULY 4,Corbin Burnes,6.0,4,2,1,6,0,0,0,0,
743,JULY 4,Zach Eflin,5.0,7,5,1,3,1,0,0,0,2
744,JULY 4,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
745,JULY 4,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
746,JULY 4,Mason Miller,--,--,--,--,--,--,--,--,--,
747,JULY 4,Jake Irvin,8.0,1,0,1,8,1,0,0,0,32
748,JULY 4,Taj Bradley,--,--,--,--,--,--,--,--,--,
749,JULY 5,Corbin Burnes,--,--,--,--,--,--,--,--,--,
750,JULY 5,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
751,JULY 5,Cole Ragans,7.0,5,2,3,8,0,0,0,0,17
752,JULY 5,MacKenzie Gore,--,--,--,--,--,--,--,--,--,
753,JULY 5,Mason Miller,--,--,--,--,--,--,--,--,--,
754,JULY 5,Jake Irvin,--,--,--,--,--,--,--,--,--,
755,JULY 5,Taj Bradley,--,--,--,--,--,--,--,--,--,
756,JULY 6,Corbin Burnes,--,--,--,--,--,--,--,--,--,
757,JULY 6,Emmanuel Clase,1.0,0,0,1,0,0,0,1,0,7
758,JULY 6,Cole Ragans,--,--,--,--,--,--,--,--,--,
759,JULY 6,MacKenzie Gore,3.1,6,5,5,5,0,0,0,0,-6
760,JULY 6,Mason Miller,--,--,--,--,--,--,--,--,--,
761,JULY 6,Jake Irvin,--,--,--,--,--,--,--,--,--,
762,JULY 6,Taj Bradley,6.0,5,1,2,5,0,0,0,0,14
763,JULY 7,Corbin Burnes,--,--,--,--,--,--,--,--,--,
764,JULY 7,George Kirby,6.0,7,3,1,8,0,0,0,0,12
765,JULY 7,Emmanuel Clase,1.0,1,1,0,0,0,0,1,0,5
766,JULY 7,Cole Ragans,--,--,--,--,--,--,--,--,--,
767,JULY 7,Mason Miller,--,--,--,--,--,--,--,--,--,
768,JULY 7,Jake Irvin,--,--,--,--,--,--,--,--,--,
769,JULY 7,Taj Bradley,--,--,--,--,--,--,--,--,--,
770,JULY 8,Corbin Burnes,--,--,--,--,--,--,--,--,--,
771,JULY 8,George Kirby,--,--,--,--,--,--,--,--,--,
772,JULY 8,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
773,JULY 8,Cole Ragans,--,--,--,--,--,--,--,--,--,
774,JULY 8,Chris Sale,--,--,--,--,--,--,--,--,--,
775,JULY 8,Mason Miller,--,--,--,--,--,--,--,--,--,
776,JULY 8,Jake Irvin,--,--,--,--,--,--,--,--,--,
777,JULY 9,Corbin Burnes,--,--,--,--,--,--,--,--,--,
778,JULY 9,George Kirby,--,--,--,--,--,--,--,--,--,
779,JULY 9,Emmanuel Clase,1.0,2,0,0,0,0,0,1,0,6
780,JULY 9,Cole Ragans,--,--,--,--,--,--,--,--,--,
781,JULY 9,Chris Sale,5.1,5,2,3,9,1,0,0,0,15
782,JULY 9,Mason Miller,--,--,--,--,--,--,--,--,--,
783,JULY 9,Jake Irvin,6.0,9,6,2,2,0,1,0,0,-5
784,JULY 10,Corbin Burnes,6.0,9,3,0,5,0,1,0,0,
785,JULY 10,George Kirby,--,--,--,--,--,--,--,--,--,
786,JULY 10,Zach Eflin,7.0,4,1,1,6,0,1,0,0,18
787,JULY 10,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
788,JULY 10,Cole Ragans,--,--,--,--,--,--,--,--,--,
789,JULY 10,Chris Sale,--,--,--,--,--,--,--,--,--,
790,JULY 10,Mason Miller,1.0,1,0,0,2,0,0,1,0,9
791,JULY 11,Corbin Burnes,--,--,--,--,--,--,--,--,--,
792,JULY 11,George Kirby,--,--,--,--,--,--,--,--,--,
793,JULY 11,Zach Eflin,--,--,--,--,--,--,--,--,--,
794,JULY 11,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
795,JULY 11,Chris Sale,--,--,--,--,--,--,--,--,--,
796,JULY 11,MacKenzie Gore,4.2,3,4,3,4,0,1,0,0,2
797,JULY 11,Mason Miller,--,--,--,--,--,--,--,--,--,
798,JULY 12,Corbin Burnes,--,--,--,--,--,--,--,--,--,
799,JULY 12,George Kirby,--,--,--,--,--,--,--,--,--,
800,JULY 12,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
801,JULY 12,Cole Ragans,7.0,4,1,1,7,1,0,0,0,23
802,JULY 12,Mason Miller,1.0,1,0,0,2,0,0,0,0,4
803,JULY 12,Bryan Woo,3.1,9,4,2,1,0,0,0,0,-8
804,JULY 12,Taj Bradley,7.0,5,0,2,8,1,0,0,0,24
805,JULY 13,Corbin Burnes,--,--,--,--,--,--,--,--,--,
806,JULY 13,George Kirby,6.0,3,1,2,7,0,1,0,0,16
807,JULY 13,Emmanuel Clase,1.0,1,0,0,0,0,0,1,0,7
808,JULY 13,Cole Ragans,--,--,--,--,--,--,--,--,--,
809,JULY 13,Mason Miller,--,--,--,--,--,--,--,--,--,
810,JULY 13,Bryan Woo,--,--,--,--,--,--,--,--,--,
811,JULY 13,Taj Bradley,--,--,--,--,--,--,--,--,--,
812,JULY 14,Corbin Burnes,--,--,--,--,--,--,--,--,--,
813,JULY 14,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
814,JULY 14,Chris Sale,5.0,4,1,2,4,1,0,0,0,13
815,JULY 14,Mason Miller,--,--,--,--,--,--,--,--,--,
816,JULY 14,Bryan Woo,--,--,--,--,--,--,--,--,--,
817,JULY 14,Jake Irvin,4.0,9,6,3,3,0,1,0,0,-11
818,JULY 14,Taj Bradley,--,--,--,--,--,--,--,--,--,
819,JULY 15,Corbin Burnes,--,--,--,--,--,--,--,--,--,
820,JULY 15,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
821,JULY 15,Chris Sale,--,--,--,--,--,--,--,--,--,
822,JULY 15,Mason Miller,--,--,--,--,--,--,--,--,--,
823,JULY 15,Bryan Woo,--,--,--,--,--,--,--,--,--,
824,JULY 15,Jake Irvin,--,--,--,--,--,--,--,--,--,
825,JULY 15,Taj Bradley,--,--,--,--,--,--,--,--,--,
826,JULY 16,Corbin Burnes,--,--,--,--,--,--,--,--,--,
827,JULY 16,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
828,JULY 16,Chris Sale,--,--,--,--,--,--,--,--,--,
829,JULY 16,Mason Miller,--,--,--,--,--,--,--,--,--,
830,JULY 16,Bryan Woo,--,--,--,--,--,--,--,--,--,
831,JULY 16,Jake Irvin,--,--,--,--,--,--,--,--,--,
832,JULY 16,Taj Bradley,--,--,--,--,--,--,--,--,--,
833,JULY 17,Corbin Burnes,--,--,--,--,--,--,--,--,--,
834,JULY 17,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
835,JULY 17,Chris Sale,--,--,--,--,--,--,--,--,--,
836,JULY 17,Mason Miller,--,--,--,--,--,--,--,--,--,
837,JULY 17,Bryan Woo,--,--,--,--,--,--,--,--,--,
838,JULY 17,Jake Irvin,--,--,--,--,--,--,--,--,--,
839,JULY 17,Taj Bradley,--,--,--,--,--,--,--,--,--,
840,JULY 18,Corbin Burnes,--,--,--,--,--,--,--,--,--,
841,JULY 18,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
842,JULY 18,Chris Sale,--,--,--,--,--,--,--,--,--,
843,JULY 18,Mason Miller,--,--,--,--,--,--,--,--,--,
844,JULY 18,Bryan Woo,--,--,--,--,--,--,--,--,--,
845,JULY 18,Jake Irvin,--,--,--,--,--,--,--,--,--,
846,JULY 18,Taj Bradley,--,--,--,--,--,--,--,--,--,
847,JULY 19,Corbin Burnes,6.0,2,1,4,6,1,0,0,0,
848,JULY 19,Zach Eflin,5.0,7,4,4,5,0,1,0,0,-1
849,JULY 19,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
850,JULY 19,Chris Sale,--,--,--,--,--,--,--,--,--,
851,JULY 19,Mason Miller,--,--,--,--,--,--,--,--,--,
852,JULY 19,Bryan Woo,--,--,--,--,--,--,--,--,--,
853,JULY 19,Jake Irvin,--,--,--,--,--,--,--,--,--,
854,JULY 20,George Kirby,6.0,4,1,0,6,0,0,0,0,18
855,JULY 20,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
856,JULY 20,Chris Sale,--,--,--,--,--,--,--,--,--,
857,JULY 20,Mason Miller,--,--,--,--,--,--,--,--,--,
858,JULY 20,Bryan Woo,--,--,--,--,--,--,--,--,--,
859,JULY 20,Jake Irvin,--,--,--,--,--,--,--,--,--,
860,JULY 20,Taj Bradley,7.0,1,0,2,5,1,0,0,0,25
861,JULY 21,George Kirby,--,--,--,--,--,--,--,--,--,
862,JULY 21,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3
863,JULY 21,Chris Sale,--,--,--,--,--,--,--,--,--,
864,JULY 21,Mason Miller,--,--,--,--,--,--,--,--,--,
865,JULY 21,Bryan Woo,5.2,4,2,0,5,1,0,0,0,16
866,JULY 21,Jake Irvin,7.0,5,2,0,7,0,0,0,0,19
867,JULY 21,Taj Bradley,--,--,--,--,--,--,--,--,--,
868,JULY 22,George Kirby,--,--,--,--,--,--,--,--,--,
869,JULY 22,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
870,JULY 22,Cole Ragans,6.0,6,3,2,5,1,0,0,0,11
871,JULY 22,Chris Sale,--,--,--,--,--,--,--,--,--,
872,JULY 22,Mason Miller,1.0,0,0,0,0,0,0,0,0,3
873,JULY 22,Jake Irvin,--,--,--,--,--,--,--,--,--,
874,JULY 22,Taj Bradley,--,--,--,--,--,--,--,--,--,
875,JULY 23,George Kirby,--,--,--,--,--,--,--,--,--,
876,JULY 23,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8
877,JULY 23,Cole Ragans,--,--,--,--,--,--,--,--,--,
878,JULY 23,Chris Sale,--,--,--,--,--,--,--,--,--,
879,JULY 23,Mason Miller,--,--,--,--,--,--,--,--,--,
880,JULY 23,Jake Irvin,--,--,--,--,--,--,--,--,--,
881,JULY 23,Taj Bradley,--,--,--,--,--,--,--,--,--,
882,JULY 24,George Kirby,--,--,--,--,--,--,--,--,--,
883,JULY 24,Zach Eflin,5.2,6,2,0,4,0,0,0,0,11
884,JULY 24,Emmanuel Clase,1.0,0,0,1,1,0,0,1,0,8
885,JULY 24,Cole Ragans,--,--,--,--,--,--,--,--,--,
886,JULY 24,Chris Sale,--,--,--,--,--,--,--,--,--,
887,JULY 24,Mason Miller,--,--,--,--,--,--,--,--,--,
888,JULY 24,Taj Bradley,--,--,--,--,--,--,--,--,--,
889,JULY 25,Corbin Burnes,7.1,6,3,1,5,0,0,0,0,
890,JULY 25,Zach Eflin,--,--,--,--,--,--,--,--,--,
891,JULY 25,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
892,JULY 25,Chris Sale,7.1,2,2,1,9,0,0,0,0,24
893,JULY 25,Mason Miller,--,--,--,--,--,--,--,--,--,
894,JULY 25,Bryan Woo,--,--,--,--,--,--,--,--,--,
895,JULY 25,Taj Bradley,6.0,2,0,1,7,1,0,0,0,24
896,JULY 26,Corbin Burnes,--,--,--,--,--,--,--,--,--,
897,JULY 26,George Kirby,7.0,6,0,1,7,1,0,0,0,23
898,JULY 26,Zach Eflin,--,--,--,--,--,--,--,--,--,
899,JULY 26,Emmanuel Clase,1.0,1,0,0,1,0,0,1,0,8
900,JULY 26,Chris Sale,--,--,--,--,--,--,--,--,--,
901,JULY 26,Bryan Woo,--,--,--,--,--,--,--,--,--,
902,JULY 26,Taj Bradley,--,--,--,--,--,--,--,--,--,
903,JULY 27,Corbin Burnes,--,--,--,--,--,--,--,--,--,
904,JULY 27,George Kirby,--,--,--,--,--,--,--,--,--,
905,JULY 27,Zach Eflin,--,--,--,--,--,--,--,--,--,
906,JULY 27,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
907,JULY 27,Chris Sale,--,--,--,--,--,--,--,--,--,
908,JULY 27,Bryan Woo,4.0,4,0,1,3,0,0,0,0,10
909,JULY 27,Jake Irvin,5.1,4,2,1,5,1,0,0,0,14
910,JULY 28,Corbin Burnes,--,--,--,--,--,--,--,--,--,
911,JULY 28,George Kirby,--,--,--,--,--,--,--,--,--,
912,JULY 28,Zach Eflin,--,--,--,--,--,--,--,--,--,
913,JULY 28,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9
914,JULY 28,Cole Ragans,5.2,8,4,1,7,0,1,0,0,5
915,JULY 28,Chris Sale,--,--,--,--,--,--,--,--,--,
916,JULY 28,Jake Irvin,--,--,--,--,--,--,--,--,--,
917,JULY 29,Corbin Burnes,--,--,--,--,--,--,--,--,--,
918,JULY 29,George Kirby,--,--,--,--,--,--,--,--,--,
919,JULY 29,Zach Eflin,6.0,10,3,0,7,1,0,0,0,11
920,JULY 29,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
921,JULY 29,Cole Ragans,--,--,--,--,--,--,--,--,--,
922,JULY 29,Chris Sale,--,--,--,--,--,--,--,--,--,
923,JULY 29,Jake Irvin,--,--,--,--,--,--,--,--,--,
924,JULY 30,Corbin Burnes,6.2,4,2,3,7,1,0,0,0,
925,JULY 30,George Kirby,--,--,--,--,--,--,--,--,--,
926,JULY 30,Emmanuel Clase,1.0,0,0,0,1,0,0,0,0,4
927,JULY 30,Cole Ragans,--,--,--,--,--,--,--,--,--,
928,JULY 30,Chris Sale,--,--,--,--,--,--,--,--,--,
929,JULY 30,Jake Irvin,--,--,--,--,--,--,--,--,--,
930,JULY 30,Jeffrey Springs,3.2,6,2,1,3,0,0,0,0,3
931,JULY 31,Corbin Burnes,--,--,--,--,--,--,--,--,--,
932,JULY 31,George Kirby,5.1,7,2,1,2,0,0,0,0,6
933,JULY 31,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
934,JULY 31,Cole Ragans,--,--,--,--,--,--,--,--,--,
935,JULY 31,Chris Sale,5.2,6,2,3,6,0,0,0,0,10
936,JULY 31,Jake Irvin,--,--,--,--,--,--,--,--,--,
937,JULY 31,Taj Bradley,5.0,4,4,1,6,0,1,0,0,6
938,AUGUST 1,Corbin Burnes,--,--,--,--,--,--,--,--,--,
939,AUGUST 1,George Kirby,--,--,--,--,--,--,--,--,--,
940,AUGUST 1,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
941,AUGUST 1,Cole Ragans,--,--,--,--,--,--,--,--,--,
942,AUGUST 1,Chris Sale,--,--,--,--,--,--,--,--,--,
943,AUGUST 1,Jake Irvin,--,--,--,--,--,--,--,--,--,
944,AUGUST 1,Taj Bradley,--,--,--,--,--,--,--,--,--,
945,AUGUST 2,Corbin Burnes,--,--,--,--,--,--,--,--,--,
946,AUGUST 2,Emmanuel Clase,1.0,1,0,0,2,0,0,0,0,4
947,AUGUST 2,Cole Ragans,5.2,2,2,4,6,1,0,0,0,15
948,AUGUST 2,Chris Sale,--,--,--,--,--,--,--,--,--,
949,AUGUST 2,Bryan Woo,7.0,5,0,0,6,1,0,0,0,24
950,AUGUST 2,Jake Irvin,5.2,6,4,2,4,0,1,0,0,3
951,AUGUST 2,Taj Bradley,--,--,--,--,--,--,--,--,--,
952,AUGUST 3,Corbin Burnes,--,--,--,--,--,--,--,--,--,
953,AUGUST 3,Zach Eflin,6.1,5,2,1,3,1,0,0,0,14
954,AUGUST 3,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
955,AUGUST 3,Cole Ragans,--,--,--,--,--,--,--,--,--,
956,AUGUST 3,Chris Sale,--,--,--,--,--,--,--,--,--,
957,AUGUST 3,Bryan Woo,--,--,--,--,--,--,--,--,--,
958,AUGUST 3,Taj Bradley,--,--,--,--,--,--,--,--,--,
959,AUGUST 4,Corbin Burnes,5.0,7,4,1,4,1,0,0,0,
960,AUGUST 4,Zach Eflin,--,--,--,--,--,--,--,--,--,
961,AUGUST 4,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
962,AUGUST 4,Cole Ragans,--,--,--,--,--,--,--,--,--,
963,AUGUST 4,Chris Sale,--,--,--,--,--,--,--,--,--,
964,AUGUST 4,Bryan Woo,--,--,--,--,--,--,--,--,--,
965,AUGUST 4,Taj Bradley,--,--,--,--,--,--,--,--,--,
966,AUGUST 5,Corbin Burnes,--,--,--,--,--,--,--,--,--,
967,AUGUST 5,Zach Eflin,--,--,--,--,--,--,--,--,--,
968,AUGUST 5,Emmanuel Clase,1.0,0,0,0,0,0,1,0,0,1
969,AUGUST 5,Cole Ragans,--,--,--,--,--,--,--,--,--,
970,AUGUST 5,Chris Sale,--,--,--,--,--,--,--,--,--,
971,AUGUST 5,Bryan Woo,--,--,--,--,--,--,--,--,--,
972,AUGUST 5,Taj Bradley,--,--,--,--,--,--,--,--,--,
973,AUGUST 6,Corbin Burnes,--,--,--,--,--,--,--,--,--,
974,AUGUST 6,Zach Eflin,--,--,--,--,--,--,--,--,--,
975,AUGUST 6,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
976,AUGUST 6,Cole Ragans,--,--,--,--,--,--,--,--,--,
977,AUGUST 6,Chris Sale,--,--,--,--,--,--,--,--,--,
978,AUGUST 6,Taj Bradley,--,--,--,--,--,--,--,--,--,
979,AUGUST 6,Jeffrey Springs,5.0,6,4,3,3,0,1,0,0,-1
980,AUGUST 7,George Kirby,5.0,7,3,1,7,0,1,0,0,6
981,AUGUST 7,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
982,AUGUST 7,Cole Ragans,6.1,6,1,2,7,1,0,0,0,18
983,AUGUST 7,Chris Sale,4.2,9,2,2,10,0,0,0,0,9
984,AUGUST 7,Jake Irvin,5.0,8,5,1,4,0,1,0,0,-2
985,AUGUST 7,Taj Bradley,4.2,9,5,3,3,0,1,0,0,-7
986,AUGUST 7,Ben Lively,5.0,4,4,4,2,0,1,0,0,-1
987,AUGUST 8,George Kirby,--,--,--,--,--,--,--,--,--,
988,AUGUST 8,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
989,AUGUST 8,Cole Ragans,--,--,--,--,--,--,--,--,--,
990,AUGUST 8,Chris Sale,--,--,--,--,--,--,--,--,--,
991,AUGUST 8,Mason Miller,--,--,--,--,--,--,--,--,--,
992,AUGUST 8,Bryan Woo,6.2,5,3,1,7,0,0,0,0,15
993,AUGUST 8,Jake Irvin,--,--,--,--,--,--,--,--,--,
994,AUGUST 9,George Kirby,--,--,--,--,--,--,--,--,--,
995,AUGUST 9,Zach Eflin,7.0,4,0,1,7,1,0,0,0,25
996,AUGUST 9,Emmanuel Clase,--,--,--,--,--,--,--,--,--,
997,AUGUST 9,Cole Ragans,--,--,--,--,--,--,--,--,--,
998,AUGUST 9,Mason Miller,--,--,--,--,--,--,--,--,--,
999,AUGUST 9,Bryan Woo,--,--,--,--,--,--,--,--,--,
